12,male,Syria,,,2013,7,3,2,,Retail,Blue Collar,0,1,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.517320216,0,-0.329257637,0,-0.271099925,0,-0.428488374,0,-0.498266846,0,-0.970658839,0,1.227152824,0,0.427046299,0,-0.55388248,0,-0.411957264,0,-0.3294065,0,-0.321888655,0,-0.658993304,0,-0.294564456,0,-0.388055086,0,-0.235809952,0,-0.135798275,0,-0.156860039,-0.199914411,-0.37845242,-0.380009711,0,urban,50000,150000,100000,1,0,0,0,0,0,0,1,2,2,2,2,1,1,1,3,0,2,2,2,0,1,0,12081,9.399389267,12081,0.34602657,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,-1.732620716,0,1,0,0.693147182,0.693147182,-1.726757884,-1.732620716,0,0.525935453,4,1,0.167677388,-0.094439477,0.525935453,Treated,On support,1,-0.136376798,1040,608,1,0.000220732,,,,,,,,,,,,,,,,,,,,,,-0.577160358,-0.577160358
12,male,,,,2013,7,,,,,Unemployed,0,1,0,,,Amman,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-0.517320216,0,-0.329257637,0,-0.271099925,0,-0.428488374,0,-0.498266846,0,-0.970658839,-1,-0.814232469,0,0.427046299,0,-0.55388248,0,-0.411957264,0,-0.3294065,0,-0.321888655,0,-0.658993304,0,-0.294564456,0,-0.388055086,0,-0.235809952,0,-0.135798275,0,-0.156860039,-0.328886688,-0.37845242,-0.380009711,0,urban,50000,150000,100000,1,0,0,0,0,0,0,1,2,2,2,2,1,1,0,3,0,2,0,0,0,0,0,12081,9.399389267,12081,0.34602657,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,-1.732620716,0,1,0,0.693147182,0.693147182,-1.726757884,-1.732620716,0,0.601881994,5,1,1.703718781,1.467836499,0.601881993,Treated,On support,1,0.700712204,1153,683,1,0,,Amman,,,,,,,,,,,1,0,0,0,0,0,0,0,0,-0.577160358,-0.577160358
12,female,,,,2012,10,3,4,7,Retail Food,Blue Collar,1,0,0,District 5,,,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,,,,,,,0,-0.517320216,0,-0.329257637,0,-0.271099925,0,-0.428488374,0,-0.498266846,0,-0.970658839,-1,-0.814232469,-1,-2.339764118,0,-0.55388248,0,-0.411957264,0,-0.3294065,0,-0.321888655,0.302955657,-1.69251E-08,0.079901151,-6.83291E-09,0.130971998,1.35288E-08,0.052718285,-5.29822E-09,0.018121911,1.31071E-09,0.024034334,-2.72348E-09,-0.755715668,-0.37845242,-0.11823947,1,urban,50000,150000,100000,1,0,0,0,0,0,0,1,2,2,2,2,1,1,1,4,0,2,2,2,0,1,0,12081,9.399389267,12081,0.34602657,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,-1.732620716,0,1,0,0.693147182,0.693147182,-1.726757884,-1.732620716,0,0.325570469,2,1,,,0.325570469,Untreated,On support,,,180,,0,,,District 5,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,0,0
5,female,,,,2013,5,1,2,,Mechanic,Blue Collar,0,1,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.517320216,0,-0.329257637,0,-0.271099925,0,-0.428488374,0,-0.498266846,0,-0.970658839,0,1.227152824,0,0.427046299,0,-0.55388248,0,-0.411957264,0,-0.3294065,0,-0.321888655,0,-0.658993304,0,-0.294564456,0,-0.388055086,0,-0.235809952,0,-0.135798275,0,-0.156860039,-0.199914411,-0.37845242,-0.380009711,1,urban,50000,150000,100000,1,0,0,0,0,0,0,1,2,2,2,2,1,1,1,3,0,2,2,2,0,1,0,12081,9.399389267,12081,0.34602657,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1.732620716,0,1,0,0.693147182,0.693147182,-1.726757884,-1.732620716,0,0.570875614,4,1,-0.755715668,-0.37845242,0.570875613,Treated,On support,1,-0.380009711,1107,669,1,0.001520186,,,,,,,,,,,,,,,,,,,,,,-0.577160358,-0.577160358
9,female,Syria,,,2013,7,,5,,Employed,Unemployed,1,0,0,District 10,,,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.517320216,1,3.034657955,0,-0.271099925,0,-0.428488374,0,-0.498266846,1,1.029387832,0,1.227152824,0,0.427046299,0,-0.55388248,0,-0.411957264,0,-0.3294065,0,-0.321888655,1,1.516220331,0,-0.294564456,0,-0.388055086,0,-0.235809952,0,-0.135798275,0,-0.156860039,0.367974013,0.12812832,0.167018458,1,urban,50000,150000,100000,1,0,0,0,0,0,0,1,2,2,2,2,1,1,0,3,0,2,0,0,0,0,0,12081,9.399389267,12081,0.34602657,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,-1.732620716,0,1,0,0.693147182,0.693147182,-1.726757884,-1.732620716,0,0.559415478,4,1,,,0.559415477,Untreated,On support,5,,660,,0,,,District 10,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
9,female,Syria,,,2013,6,,,,,Unemployed,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-0.517320216,0,-0.329257637,0,-0.271099925,0,-0.428488374,0,-0.498266846,0,-0.970658839,-1,-0.814232469,-1,-2.339764118,0,-0.55388248,0,-0.411957264,0,-0.3294065,0,-0.321888655,0,-0.658993304,0,-0.294564456,0,-0.388055086,0,-0.235809952,0,-0.135798275,0,-0.156860039,-0.755715668,-0.37845242,-0.380009711,1,urban,50000,150000,100000,1,0,0,0,0,0,0,1,2,2,2,2,1,1,0,3,0,2,0,0,0,0,0,12081,9.399389267,12081,0.34602657,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,-1.732620716,0,1,0,0.693147182,0.693147182,-1.726757884,-1.732620716,0,0.576743797,4,1,0.229066834,0.453532904,0.576743796,Treated,On support,1,-0.380009711,1117,671,1,0,,Wadi Al Sair,,,,,,,,,,,0,0,0,0,0,0,0,1,0,-0.577160358,-0.577160358
10,male,,,,2011,6,,,,Labour,Blue Collar,0,1,0,,,Hashmi,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.93146193,0,-0.329257637,1,3.685667992,1,2.331878901,1,2.005319834,0,-0.970658839,0,1.227152824,0,0.427046299,0,-0.55388248,0,-0.411957264,0,-0.3294065,0,-0.321888655,0,-0.658993304,0,-0.294564456,1,2.574831009,0,-0.235809952,0,-0.135798275,0,-0.156860039,1.385377645,1.090193629,-0.023829095,0,urban,50000,150000,100000,1,0,0,0,0,0,0,1,2,2,2,2,1,1,1,5,0,2,2,2,0,1,0,12081,9.399389267,12081,0.34602657,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-1.732620716,0,1,0,0.693147182,0.693147182,-1.726757884,-1.732620716,0,0.430487804,3,1,-0.328886688,-0.37845242,0.430487804,Treated,On support,1,-0.380009711,915,420,1,0.000311809,,Hashmi,,,,,,,,,,,0,1,0,0,0,0,0,0,0,-0.577160358,-0.577160358
7,male,,,,2013,6,,,,,Unemployed,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.517320216,0,-0.329257637,0,-0.271099925,0,-0.428488374,0,-0.498266846,1,1.029387832,0,1.227152824,0,0.427046299,0,-0.55388248,0,-0.411957264,0,-0.3294065,1,3.104126215,0,-0.658993304,0,-0.294564456,0,-0.388055086,0,-0.235809952,0,-0.135798275,0,-0.156860039,-0.096395664,0.139968708,-0.136376798,0,urban,50000,150000,100000,1,0,0,0,0,0,0,1,2,2,2,2,1,1,0,3,0,2,0,0,0,0,0,12081,9.399389267,12081,0.34602657,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-1.732620716,0,1,0,0.693147182,0.693147182,-1.726757884,-1.732620716,0,0.68080429,5,1,-0.010545477,-0.327388376,0.680804289,Treated,On support,1,0.202890769,1221,701,1,0.006135456,,Sweileh,,,,,,,,,,,0,0,0,0,0,0,1,0,0,-0.577160358,-0.577160358
8,female,,,,2013,5,1,2,,,Unemployed,1,0,0,District 11,,,1,1,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,-0.517320216,0,-0.329257637,0,-0.271099925,0,-0.428488374,0,-0.498266846,1,1.029387832,-1,-0.814232469,0,0.427046299,0,-0.55388248,1,2.425456285,0,-0.3294065,0,-0.321888655,0,-0.658993304,0,-0.294564456,0,-0.388055086,0,-0.235809952,0,-0.135798275,0,-0.156860039,-0.225367948,-0.000809575,-0.136376798,1,urban,50000,150000,100000,1,0,0,0,0,0,0,1,2,2,2,2,1,1,0,3,0,2,0,0,0,0,0,12081,9.399389267,12081,0.34602657,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-1.732620716,0,1,0,0.693147182,0.693147182,-1.726757884,-1.732620716,0,0.606874479,5,1,,,0.606874478,Untreated,On support,5,,687,,0,,,District 11,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
11,male,,,,2013,9,3,3,6,N/A,Unemployed,1,0,0,District 5,,,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.517320216,1,3.034657955,0,-0.271099925,1,2.331878901,1,2.005319834,1,1.029387832,0,1.227152824,0,0.427046299,0,-0.55388248,0,-0.411957264,0,-0.3294065,0,-0.321888655,1,1.516220331,0,-0.294564456,0,-0.388055086,0,-0.235809952,0,-0.135798275,0,-0.156860039,0.833382785,0.531840205,0.167018458,0,urban,50000,150000,100000,1,0,0,0,0,0,0,1,2,2,2,2,1,1,0,3,0,2,0,0,0,0,0,12081,9.399389267,12081,0.34602657,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,-1.732620716,0,1,0,0.693147182,0.693147182,-1.726757884,-1.732620716,0,0.580660991,4,1,,,0.580660991,Untreated,On support,3,,672,,0,,,District 5,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,0,0
